id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
117,Q-Day approaching quantum threat timeline,"TheQuantumInsider",2026,blog,crypto,policy,policy,Q-Day timeline tightening 2026,Policy context,2
118,The rotated surface code planar lattice,"Bombin, H.; Martin-Delgado, M.A.",2007,paper,surface_code,rotated,analytic,Rotated surface code,Rotated-code variant,3
119,Optimal circuit-level decoding for surface codes,"Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.",2016,paper,decoder,mwpm,simulation,Optimal thresholds arXiv:1609.06373,Decoder benchmarking reference,3
120,The XZZX surface code,"Bonilla Ataides, J.P.; Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.; Brown, B.J.",2021,paper,biased_noise,xzzx,simulation,>5% threshold biased noise Nature Comm,Biased-noise code,4
121,Tailored XZZX codes for biased noise,"Darmawan, A.S.; Brown, B.J.; Grimsmo, A.L.; Tuckett, D.K.; Puri, S.",2021,paper,biased_noise,xzzx,simulation,XZZX optimisation for biased noise,Biased-noise tailoring,3
122,Correcting coherent errors with surface codes,"Bravyi, S.; Englbrecht, M.; König, R.; Peard, N.",2018,paper,coherent_noise,surface_code,simulation,Surface code under coherent errors vs Pauli twirl,Coherent-noise sensitivity,4
123,Tensor-network simulations of surface code under realistic noise,"Darmawan, A.S.; Poulin, D.",2018,paper,coherent_noise,tensor_network,simulation,MPS sim of surface code beyond Pauli,Realistic simulation,3
124,Efficient Simulation of Leakage Errors Using Tensor Network Methods,"Authors",2023,preprint,leakage,tensor_network,simulation,MPS leakage sim arXiv:2308.08186,Leakage sim without Pauli twirl,3
125,Incoherent Approximation of Leakage in QEC,"Authors",2024,preprint,leakage,approximation,theory,Subspace Twirling Approximation arXiv:2312.10277,Leakage approximation,3
126,Surface code with leakage and erasure,"Suchara, M.; Cross, A.W.; Gambetta, J.M.",2015,paper,leakage,surface_code,simulation,Early leakage in surface code,Leakage baseline,3
127,Experimental QEC below threshold via all-microwave leakage suppression,"Authors",2025,paper,experiment,leakage,experiment,PRL leakage suppression,Experimental leakage handling,3
128,General tensor network decoding of 2D Pauli codes,"Chubb, C.T.",2021,paper,decoder,tensor_network,algorithm,Near-optimal TN decoder O(n log n + n chi^3) arXiv:2101.04125,Near-optimal decoder baseline,4
129,Enhancing fault-tolerant surface code decoding with iterative lattice reweighting,"Authors",2025,preprint,decoder,mwpm,algorithm,Lattice reweighting arXiv:2509.06756,Decoder enhancement,2
130,Performance enhancement of surface codes via recursive MWPM decoding,"Authors",2023,paper,decoder,mwpm,algorithm,Phys Rev A recursive MWPM,Decoder enhancement,3
131,Noise-aware decoder improvements,"Authors",2025,preprint,decoder,adaptive,algorithm,arXiv:2502.21044 noise-aware decoding,Adaptive decoder,3
132,Optimal adaptation of surface-code decoders to local noise,"Authors",2024,preprint,decoder,adaptive,analysis,arXiv:2403.08706 decoder adaptation gains,Adaptive decoder gains,3
133,Bayesian inference of general noise-model parameters from syndrome stats,"Authors",2024,paper,char,bayesian,inference,MCMC SMC syndrome-based noise inference Phys Rev A arXiv:2406.08981,Noise inference,3
134,Estimating detector error models from syndrome data,"Authors",2025,preprint,char,detector,inference,Syndrome-based DEM estimation arXiv:2504.14643,DEM inference,3
135,Adaptive Estimation of Drifting Noise in QEC,"Authors",2025,preprint,char,drift,analysis,Sliding-window drift estimator arXiv:2511.09491,Drift adaptation,3
136,Transient drift detection in surface code,"Authors",2026,preprint,char,drift,analysis,ReloQate drift detection arXiv:2603.00837,Drift-aware QEC,2
137,Logical error rates for surface code under mixed coherent/stochastic ion noise,"Authors",2025,preprint,coherent_noise,trapped_ion,simulation,arXiv:2508.14227,Realistic ion noise,3
138,The surface code beyond Pauli channels,"Authors",2024,preprint,coherent_noise,surface_code,simulation,Error-field-double under coherent noise arXiv:2412.21055,Coherent sensitivity,3
139,Correcting coherent errors via Pauli conjugation,"Cai, Z.; et al.",2019,paper,coherent_noise,mitigation,analytic,Pauli conjugation for coherent mitigation,Workaround approach,3
140,Performance of MWPM under correlated noise,"Authors",2024,preprint,decoder,correlated,simulation,Correlated-noise MWPM limits,Decoder analysis,3
141,Decoder benchmarking software: BP-OSD evaluation,"Roffe, J.",2022,software,decoder,bp,tool,ldpc Python package BP-OSD,Standard BP-OSD tool,5
142,LDPC v2 Python package,"Roffe, J.; Hillmann",2024,software,decoder,bp,tool,C++ rewrite BP + BP+OSD + BP+LSD,ldpc v2 (current baseline),5
143,qLDPC Python package (qLDPCOrg),"qLDPCOrg",2024,software,decoder,unified,tool,Unified API over ldpc stim sinter pymatching relay-bp,Unified decoder API,5
144,relay-bp GPU BP variant,"NVIDIA",2026,software,decoder,gpu_bp,tool,CUDA-Q QEC RelayBP GPU variant,GPU RelayBP,4
145,NVIDIA Ising Decoding training framework,"NVIDIA",2026,software,decoder,predecoder,tool,Training framework for AI QEC decoders,GPU predecoder toolkit,4
146,panqec simulator,"Panteleev, P.",2022,software,simulator,python,tool,Python qLDPC simulator,qLDPC simulation,3
147,qiskit-qec library,"IBM Qiskit team",2023,software,simulator,qiskit,tool,IBM Python toolkit for QEC,Alternative to Stim,3
148,cuQuantum SDK,"NVIDIA",2022,software,simulator,gpu,tool,GPU TN/statevector simulator,Broad GPU QC sim,4
149,Error correction zoo,"Albert, V.V.; et al.",2022,software,resource,zoo,reference,Comprehensive code catalogue,Navigation,5
150,Error correction zoo (BB entry),"Albert, V.V.; et al.",2024,software,resource,zoo,reference,BB code entry,Navigation,3
151,qsharp-alice-bob-resource-estimator,"Alice&Bob",2024,software,resource_estimation,extension,tool,Extension of Microsoft RE for cat qubits,Extension precedent,5
152,Microsoft qsharp resource estimator source,"Microsoft",2024,software,resource_estimation,source,tool,github.com/microsoft/qsharp estimation samples,Primary RE source,5
153,microsoft/qdk quantum development kit,"Microsoft",2024,software,qsharp,sdk,tool,QDK including Q# + RE + Katas,QDK source,4
154,Benchmarking quantum-computing trapped-ion QFT,"Quantinuum",2024,paper,experiment,trapped_ion,experiment,3-qubit QFT in Steane on H2 arXiv:2404.08616,Trapped-ion logical demo,4
155,Fault-tolerant code switching between Steane and Reed-Muller,"Quantinuum UC Davis",2025,preprint,experiment,code_switching,experiment,Transversal T via code switch logical T infidelity 5e-4,Code-switching to universality,4
156,Experimental demonstration of logical magic state distillation,"Authors",2024,preprint,experiment,magic_state,experiment,arXiv:2412.15165 demonstration,Experimental magic state,4
157,Fault-tolerant neutral-atom architecture for universal quantum computation,"Authors (Harvard/QuEra)",2025,paper,experiment,neutral_atom,experiment,Full FT NA architecture Nature,Architecture-level NA QEC,5
158,High-rate qLDPC for long-range connected NA,"Authors",2025,paper,qldpc,neutral_atom,architecture,Nat Commun qLDPC on long-range NA,NA qLDPC,4
159,Superconducting dual-rail cavity qubit with erasure detection,"Koottandavida, A.; et al.",2024,paper,erasure,dual_rail,hardware,Erasure detection >99% logical SPAM 0.01% Nat Phys,Biased-noise erasure SC,4
160,Quantum Error Correction resilient against Atom Loss,"Authors",2025,paper,qldpc,erasure,theory,Codes robust to atom loss Quantum,NA resilience,3
161,Floquet codes circuit-level,"Gidney, C.; Newman, M.; Brooks, P.; Jones, C.",2022,preprint,floquet,schedule,analytic,Benchmarks honeycomb Floquet arXiv:2202.11845,Floquet threshold,3
162,Planar Floquet Codes,"Haah, J.; Hastings, M.B.",2022,paper,floquet,construction,analytic,Planar Floquet arXiv:2110.05348,Floquet planar,3
163,X3Z3 Floquet biased-noise code,"Authors",2025,paper,biased_noise,floquet,construction,X3Z3 3.09% biased-noise threshold npj QI,Biased-noise Floquet,3
164,Fault-tolerant hyperbolic Floquet codes,"Fahimniya, A.; Dua, A.; Magnifico, G.; Jochym-O'Connor, T.; Kubica, A.",2023,paper,floquet,hyperbolic,analytic,Hyperbolic Floquet constant rate,Floquet rate-distance trade,3
165,Distributed QEC based on hyperbolic Floquet codes,"Authors",2025,preprint,floquet,distributed,simulation,Distributed hyperbolic Floquet arXiv:2501.14029,Distributed Floquet,2
166,Hypergraph product codes (Tillich-Zemor),"Tillich, J.-P.; Zemor, G.",2014,paper,qldpc,construction,analytic,qLDPC distance sqrt(n) IEEE TIT,First systematic qLDPC,5
167,Lifted product codes,"Panteleev, P.; Kalachev, G.",2020,paper,qldpc,construction,analytic,Lifted-product generalisation,Extended family,4
168,Quantum expander codes,"Leverrier, A.; Tillich, J.-P.; Zemor, G.",2015,paper,qldpc,construction,analytic,Expander-based good qLDPC precursor,Precursor,4
169,Fibre-bundle codes,"Hastings, M.B.; Haah, J.; O'Donnell, R.",2021,paper,qldpc,construction,analytic,First beating sqrt(n) distance barrier,Stepping stone,4
170,Bivariate bicycle logical operators construction,"Authors",2025,preprint,qldpc,bivariate_bicycle,analytic,Logical operator construction for BB codes,BB logical ops,3
171,Matching vectors qLDPC,"Authors",2021,paper,qldpc,construction,analytic,Alternative qLDPC family,Code-zoo,2
172,Stabilizer formalism Heisenberg,"Gottesman, D.",1998,paper,fundamentals,simulator,analytic,Heisenberg picture stabilizer sim quant-ph/9807006,Stim basis,4
173,CHP simulator,"Aaronson, S.; Gottesman, D.",2004,paper,simulator,chp,analytic,Canonical polynomial-time stabilizer simulator,Stim ancestor,4
174,Quantum MacWilliams identities,"Shor, P.W.; Laflamme, R.",1997,paper,fundamentals,weight_enumerator,analytic,Quantum weight enumerator,Foundational,2
175,Knill-Laflamme error-correction conditions,"Knill, E.; Laflamme, R.",1997,paper,fundamentals,QEC_conditions,analytic,Necessary+sufficient QEC conditions,Foundational,5
176,DFS and QEC,"Lidar, D.A.; Chuang, I.L.; Whaley, K.B.",1998,paper,fundamentals,dfs,analytic,DFS as QEC subspace,Subspace-based QEC,3
177,Wang Harrington Preskill threshold,"Wang, C.; Harrington, J.; Preskill, J.",2003,paper,fundamentals,threshold,analytic,Nishimori line mapping,Threshold-stat-mech,4
178,Aliferis Gottesman Preskill concatenated,"Aliferis, P.; Gottesman, D.; Preskill, J.",2006,paper,fundamentals,concatenation,analytic,Concatenated Steane thresholds and overheads,Concatenation family,3
179,Subsystem codes Bacon,"Bacon, D.",2006,paper,fundamentals,subsystem,analytic,Subsystem codes Bacon-Shor,Subsystem class,3
180,ZX calculus for lattice surgery,"Gidney, C.; Fowler, A.G.",2019,paper,compilation,zx,analytic,ZX-based compilation for surface code,ZX as compiler lingua,3
181,ZX <-> lattice surgery correspondence,"de Beaudrap, N.; Horsman, D.",2020,paper,compilation,zx,analytic,ZX <-> lattice surgery Quantum 4 218,ZX-LSC correspondence,3
182,Topological color codes,"Bombin, H.; Martin-Delgado, M.A.",2006,paper,color_code,foundational,analytic,Color codes with transversal Clifford,Color code canonical,5
183,Efficient color code decoders via toric code decoders,"Sahay, K.; Brown, B.J.",2023,paper,decoder,color_code,algorithm,Restriction-decoder reduction Quantum,Practical color decoder,4
184,Low-overhead quantum computing with the color code,"Authors",2024,preprint,color_code,compilation,estimate,arXiv:2201.07806 color-code RE,Cross-code comparison,3
185,Magic Boundaries of 3D Color Codes,"Authors",2025,paper,color_code,3d,analytic,Quantum 3D color code boundaries for magic,3D color-code magic,3
186,Resource-efficient decoding of color codes via NN+UF,"Authors",2025,paper,decoder,color_code,hybrid,Applied Sciences NN+UF color codes,Hybrid decoder,2
187,Neural network decoder cryogenic CMOS,"Overwater, R.W.J.; Babaie, M.; Sebastiano, F.",2022,paper,ml_decoder,cryogenic,learning,NN decoder for cryogenic CMOS,NN hardware angle,4
188,Diversity Methods for QEC Decoders through Hardware Emulation,"Authors",2026,paper,decoder,fpga,hardware,Quantum q-2026-04-16-2071 FPGA emulation 10^13 errors 20d,FPGA emulation energy,3
189,Intel Horse Ridge II cryogenic CMOS,"Intel",2023,paper,hardware,cryogenic,hardware,Horse Ridge II cryo-CMOS,Cryogenic control,3
190,Google cryo-CMOS for control,"Google Quantum AI",2024,paper,hardware,cryogenic,hardware,Google in-house cryo-CMOS ISSCC,Cryogenic control,3
191,Quantum-error-corrected computation of molecular energies,"Authors",2025,preprint,experiment,chemistry,experiment,arXiv:2505.09133 logical chemistry on ion trap,Algorithmic logical demo,3
192,Azure tutorial resource estimation chemistry,"Microsoft",2024,documentation,resource_estimation,tutorial,tool,Azure RE chemistry tutorial nitrogenase,Chemistry RE tutorial,3
193,MLPerf inference benchmark,"MLPerf",2024,benchmark,ml,benchmark,numerical,MLPerf ResNet BERT inference energy benchmarks,Classical energy comparison,2
194,NVIDIA A100 datasheet,"NVIDIA",2020,documentation,hardware,gpu,specification,A100 250-400W TDP compute capability 8.0,GPU specification,3
195,NVIDIA H100/H200 datasheet,"NVIDIA",2023,documentation,hardware,gpu,specification,H100/H200 700W TDP compute capability 9.0,GPU specification,2
196,NVIDIA RTX 3060 datasheet,"NVIDIA",2021,documentation,hardware,gpu,specification,RTX 3060 170W TDP 12GB 8.6 capability,Host GPU spec,3
197,NVML API documentation,"NVIDIA",2024,documentation,software,nvml,specification,NVML power.draw query API 1Hz,Power measurement method,3
198,NVIDIA Academic Grant Program,"NVIDIA",2026,documentation,funding,program,application,Academic compute grant program,Funding pathway,2
199,Riverlane QEC Roadmap whitepaper,"Riverlane",2026,whitepaper,commercial,roadmap,commercial,Utility-scale 3-5 years acceleration MegaQuOp milestones,Commercial roadmap,3
200,Riverlane local clustering decoder Nature Comm,"Riverlane",2025,paper,decoder,fpga,hardware,LCD <1us per round 4x fewer qubits for MegaQuOp,Commercial FPGA decoder,4
201,IBM qLDPC pivot 2029 roadmap,"IBM",2024,announcement,commercial,roadmap,commercial,IBM pivots to qLDPC targeting 2029 FTQC,Commercial roadmap,3
202,Photonic Inc SHYPS claim,"Photonic Inc.",2025,announcement,commercial,roadmap,commercial,20x qubit reduction with photonic qLDPC,Commercial roadmap,2
203,Reinforcement learning introduction,"Sutton, R.S.; Barto, A.G.",2018,textbook,ml_tools,textbook,learning,Standard RL reference,ML background,2
204,Transformers Attention Is All You Need,"Vaswani, A.; et al.",2017,paper,ml_tools,transformer,learning,Attention Is All You Need,Background for transformer decoders,2
205,Graph neural networks overview,"Battaglia, P.W.; et al.",2018,review,ml_tools,gnn,review,GNN background,Background for GNN decoders,2
206,Constant-overhead quantum error correction (Gottesman),"Gottesman, D.",2014,paper,resource_estimation,constant,analytic,Constant-rate FTQC proof,Theoretical benchmark (duplicate pointer),4
207,Surface code architectures with long-range couplers,"Authors",2024,preprint,architecture,long_range,analytic,Long-range architectures,Architecture reference,2
208,Fault-tolerant quantum error correction with long-range gates,"Authors",2024,preprint,architecture,long_range,analytic,Long-range gates for qLDPC,Architecture,3
209,Heavy-hex surface code scaling (Lee et al),"Lee, S.-H.; Kolesnikow, X.C.; Zen, J.; et al.",2026,preprint,surface_code,heavy_hex,architecture,Dynamic compass code d=5 ACES arXiv:2604.14296,Heavy-hex QEC,3
210,ZX calculus for qLDPC,"Authors",2024,preprint,compilation,zx,analytic,ZX for qLDPC compilation,qLDPC compilation,2
211,Stabilizer simulation beyond Clifford,"Authors",2024,review,simulator,beyond_clifford,review,Simulator review beyond Clifford,Context,2
212,NVIDIA Deep Learning Institute QEC course,"NVIDIA",2025,course,education,qec_course,tool,DLI course CUDA-Q QEC,Educational,2
213,Azure Quantum Development Kit VS Code plugin,"Microsoft",2024,software,qsharp,vscode,tool,VS Code Q# + RE integration,Tooling,2
214,NERSC Perlmutter allocation ERCAP,"DOE",2024,documentation,funding,program,application,NERSC 7000 A100 allocation ERCAP,Funding pathway,2
215,NAIRR Pilot AI compute,"NSF",2024,documentation,funding,program,application,NAIRR Pilot AI compute democratisation,Funding pathway,2
216,Lambda Labs A100 pricing,"Lambda",2026,documentation,pricing,commercial,commercial,Commercial A100 rental ~$1/hr,Rental cost,2
217,RunPod A100 pricing,"RunPod",2026,documentation,pricing,commercial,commercial,RunPod A100 ~$1-2/hr,Rental cost,2
218,Fowler-Martinis classical control budget,"Fowler, A.G.; Martinis, J.M.",2013,paper,architecture,classical_control,analytic,Classical control overhead in superconducting QEC,Classical control baseline,3
219,Classical-control bandwidth for million-qubit devices,"Authors",2023,preprint,architecture,io,analysis,Tb/s classical-control I/O requirements,I/O bandwidth,3
220,Magic state routing in surface code,"Authors",2022,paper,compilation,routing,analytic,Routing magic states through surface code,Compilation detail,2
221,Low-overhead magic state injection via lattice surgery,"Authors",2024,preprint,magic_state,injection,analytic,Lattice-surgery magic-state injection,Injection protocol,3
222,Catalysed magic state factory,"Authors",2024,preprint,magic_state,factory,analytic,Catalysed T-factory design,Factory alternative,2
223,T-state distillation overview,"Bravyi, S.; Haah, J.",2012,paper,magic_state,distillation,analytic,T-state distillation canonical,Distillation reference,3
224,Multi-level 15-to-1 distillation,"Fowler, A.G.; Devitt, S.J.; Jones, C.",2013,paper,magic_state,distillation,analytic,Multi-level 15-to-1,Distillation canonical,3
225,CSS-T codes and distillation,"Vuillot, C.; Lao, L.; Criger, B.; et al.",2019,paper,magic_state,css_t,analytic,CSS-T subfamily enabling transversal T,CSS-T class,3
226,Scalable Neural decoder for topological surface codes,"Gicev, S.; Hollenberg, L.C.L.; Usman, M.",2023,paper,ml_decoder,surface,learning,CNN-transformer scalable decoder,Scalability study,2
227,Neural ensemble decoding for topological QEC,"Meinerz, K.; Park, C.-Y.; Trebst, S.",2022,paper,ml_decoder,ensemble,learning,Ensemble NN decoders vs MWPM arXiv:2110.04593,Ensemble NN decoder,2
228,Deep neural decoders for near-term FT experiments,"Chamberland, C.; Ronagh, P.",2018,paper,ml_decoder,neural_network,learning,Early circuit-level NN decoder,Early NN decoder,2
229,Neural network decoders for topological codes (foundational),"Torlai, G.; Melko, R.G.",2017,paper,ml_decoder,neural_network,learning,Early neural toric-code decoder,Early NN demo,2
230,Qiskit resource estimation,"IBM",2024,software,resource_estimation,qiskit,tool,Qiskit RE prototype,Alternative RE tool,2
231,Open Quantum Resource Estimator OpenFermion,"Google",2023,software,resource_estimation,openfermion,tool,OpenFermion RE utilities,Alt RE tool,2
232,OpenQL quantum compiler,"Authors",2019,software,compilation,openql,tool,OpenQL compiler,Alternative compiler,2
233,staq quantum compiler,"Authors",2020,software,compilation,staq,tool,staq compiler,Alternative compiler,2
234,lattice-surgery-compiler,"Authors",2022,software,compilation,lattice_surgery,tool,Lattice surgery compiler,Surface-code compilation,2
235,qsharp-runtime github,"Microsoft",2022,software,qsharp,runtime,tool,qsharp-runtime predecessor to qsharp,Legacy Microsoft repo,2
236,bposd pip package,"Roffe, J.",2020,software,decoder,bp,tool,pypi.org/project/bposd legacy,Legacy BP-OSD,3
237,bp_osd github,"Roffe, J.",2019,software,decoder,bp,tool,github.com/quantumgizmos/bp_osd,Legacy BP-OSD,3
238,CUDA 12.9 release notes,"NVIDIA",2025,documentation,software,cuda,specification,CUDA 12.9 release,Toolchain reference,2
239,cupy GPU NumPy,"Authors",2024,software,python,gpu,tool,CuPy GPU NumPy,GPU Python stack,2
240,PyTorch 2.6 release notes,"Meta",2025,documentation,software,pytorch,specification,PyTorch 2.6 + CUDA 12.4,ML stack,2
241,Logical multi-qubit entanglement with dual-rail SC qubits,"Authors",2026,paper,experiment,dual_rail,experiment,Nat Phys multi-qubit dual-rail,Hardware experiment,2
242,Bias-preserving and error-detectable entangling ops in SC dual-rail,"Authors",2025,preprint,biased_noise,dual_rail,hardware,arXiv:2503.10935,Experimental dual-rail,2
243,Quantum benchmarking of noise-biased Kerr-cat,"Authors",2025,paper,biased_noise,cat_qubit,experiment,PNAS arXiv:2411.04442,Cat-qubit benchmark,3
244,Ultrahigh error threshold for surface codes with biased noise,"Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.",2018,paper,biased_noise,surface_code,simulation,Biased-noise threshold scaling,Biased-noise baseline,3
245,Performance of XZZX under realistic noise,"Higgott, O.; Bohdanowicz, T.C.; Kubica, A.; Flammia, S.T.; Campbell, E.T.",2023,paper,biased_noise,xzzx,simulation,PRX Quantum XZZX circuit-level,Realistic XZZX,3
246,Bias-preserving gates with stabilized cat qubits,"Puri, S.; et al.",2020,paper,biased_noise,cat_qubit,hardware,First bias-preserving CX for cat qubits Sci Adv,Biased-noise hardware,3
247,Tailored cluster states biased noise,"Authors",2023,paper,biased_noise,mbqc,simulation,npj QI biased cluster states,Biased MBQC,2
248,Erasure conversion in Rydberg arrays,"Wu, Y.; Kolkowitz, S.; Puri, S.; Thompson, J.D.",2022,paper,erasure,neutral_atom,theory,Erasure conversion in Sr Rydberg arrays Nat Commun,Erasure NA,3
249,Surface code atom loss NA,"Authors",2024,preprint,erasure,neutral_atom,simulation,Tolerance to atom loss,NA resilience,3
250,Developments in SC erasure qubits for hardware-efficient QEC,"Authors",2026,preprint,erasure,superconducting,review,arXiv:2601.02183 review,Erasure qubit review,3
251,Concurrent decoder composition,"Authors",2024,preprint,decoder,pipeline,engineering,Concurrent decoding layers streaming,Streaming composition,2
252,Scalable NN decoder hardware,"Authors",2024,preprint,ml_decoder,hardware,learning,NN decoder for cryogenic CMOS,Hardware NN decoder,2
253,Optimal quantum error correction thresholds via stat-mech,"Wang, C.; Harrington, J.; Preskill, J.",2003,paper,fundamentals,threshold,analytic,Mapping of QEC to Nishimori,Threshold-stat-mech,3
254,Single-shot decoding of good qLDPC codes,"Authors",2024,paper,decoder,qldpc,analytic,Comm Math Phys single-shot decoder,Single-shot theoretical,3
255,Computer Science Challenges in Quantum Computing,"Authors",2026,preprint,review,context,review,arXiv:2601.20247 challenges review,Context review,2
256,HPCA 2026 BP-SF decoder,"Authors",2026,paper,decoder,parallel_bp,algorithm,Parallelised BP decoder HPCA 2026 accepted,Parallel BP paper,3
257,Pinball surface-code preprocessor,"Authors",2025,preprint,decoder,surface_code,algorithm,Pinball preprocessing for surface codes,Preprocessing,2
258,Cultivation on surface code continuation,"Gidney, C.; Shutty, N.; Jones, C.",2024,preprint,magic_state,cultivation,simulation,Cultivation continuation extensions,Cultivation extension,3
259,Sneakernet networks with NA qLDPC memories,"Authors",2025,preprint,resource_estimation,network,estimate,Quantum network RE with qLDPC memories arXiv:2410.01211,Quantum network benchmark,2
260,FTQC: Implementing Hamming-Based Codes,"Authors",2026,preprint,fundamentals,hamming,analytic,arXiv:2601.07860 Hamming-based codes,Alternative code,2
